4,433.012702,35.000000,35.700000,57557612,1255,486,0,17,0
4,433.012702,35.000000,35.700000,57557617,1255,486,0,17,0
4,433.012702,35.000000,35.700000,57557629,1255,486,0,17,0
4,433.012702,35.000000,35.700000,57557638,1255,486,0,17,0
4,433.012702,35.000000,35.700000,57557647,1255,486,0,17,0
4,433.012702,35.000000,35.700000,57557656,1255,486,0,17,0
4,433.012702,35.000000,35.700000,57557664,1255,486,0,17,0
4,433.012702,35.000000,35.700000,57557672,1256,486,0,17,0
4,433.012702,35.000000,35.700000,57557681,1258,485,0,17,0
4,433.012702,35.000000,35.700000,57557688,1259,483,0,17,0
4,433.012702,35.000000,35.700000,57557699,1262,480,0,17,0
4,433.012702,35.000000,35.700000,57557708,1266,476,0,17,0
4,433.012702,35.000000,35.700000,57557717,1273,471,0,17,0
4,433.012702,35.000000,35.700000,57557726,1288,461,0,17,0
4,433.012702,35.000000,35.700000,57557734,1307,449,0,17,0
4,433.012702,35.000000,35.700000,57557742,1353,424,0,17,0
4,433.012702,35.000000,35.700000,57557751,1397,401,0,17,0
4,433.012702,35.000000,35.700000,57557760,1441,377,0,17,0
4,433.012702,35.000000,35.700000,57557768,1478,355,0,17,0
4,433.012702,35.000000,35.700000,57557777,1507,338,0,17,0
4,433.012702,35.000000,35.700000,57557786,1535,321,0,17,0
4,433.012702,35.000000,35.700000,57557795,1572,299,0,17,0
4,433.012702,35.000000,35.700000,57557805,1605,279,0,17,0
4,433.012702,35.000000,35.700000,57557814,1636,261,0,17,0
4,433.012702,35.000000,35.700000,57557824,1666,246,0,17,0
4,433.012702,35.000000,35.700000,57557833,1687,234,0,17,0
4,433.012702,35.000000,35.700000,57557842,1696,229,0,17,0
4,433.012702,35.000000,35.700000,57557854,1700,226,0,17,0
4,433.012702,35.000000,35.700000,57557864,1701,224,0,17,0
4,433.012702,35.000000,35.700000,57557876,1702,224,0,17,0
4,433.012702,35.000000,35.700000,57557889,1702,224,0,17,0
4,433.012702,35.000000,35.700000,57557899,1702,224,0,17,0
4,433.012702,35.000000,35.700000,57557910,1702,224,0,17,0
4,433.012702,35.000000,35.700000,57557921,1702,224,0,17,0
4,433.012702,35.000000,35.700000,57557933,1703,224,0,17,0
4,433.012702,35.000000,35.700000,57557944,1703,224,0,17,0
4,433.012702,35.000000,35.700000,57557954,1703,224,0,17,0
4,433.012702,35.000000,35.700000,57557962,1703,224,0,17,0
4,433.012702,35.000000,35.700000,57557970,1703,224,0,17,0
4,433.012702,35.000000,35.700000,57557978,1703,224,0,17,0
4,433.012702,35.000000,35.700000,57557985,1703,224,0,17,0
4,433.012702,35.000000,35.700000,57557993,1703,224,0,17,0
4,433.012702,35.000000,35.700000,57558001,1703,224,0,17,0
4,433.012702,35.000000,35.700000,57558010,1703,224,0,17,0
4,433.012702,35.000000,35.700000,57558018,1703,224,0,17,0
4,433.012702,35.000000,35.700000,57558026,1703,224,0,17,0
4,433.012702,35.000000,35.700000,57558034,1703,224,0,17,0
4,433.012702,35.000000,35.700000,57558042,1703,224,0,17,0
4,433.012702,35.000000,35.700000,57558049,1703,224,0,17,0
4,433.012702,35.000000,35.700000,57558057,1703,224,0,17,0
4,433.012702,35.000000,35.700000,57558089,1703,224,0,17,0
